"filename", "language", "TypeScript", "SCSS", "TypeScript JSX", "XML", "JSON with Comments", "JSON", "JavaScript", "Markdown", "HTML", "CSS", "Properties", "comment", "blank", "total"
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/shared/layouts/layout/index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/shared/layouts/layout/main-layout/index.tsx", "TypeScript JSX", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/shared/layouts/layout/model/index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/shared/layouts/layout/model/interface.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/shared/layouts/sidebar/ui/index.tsx", "TypeScript JSX", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 29
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/shared/types/api-types.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/shared/universal/ui/index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/shared/universal/ui/pages/create.tsx", "TypeScript JSX", 0, 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 94
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/shared/universal/ui/pages/entity-id.tsx", "TypeScript JSX", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 52
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/utils/capitalize/index.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/utils/class-factory/index.ts", "TypeScript", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 42
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/utils/date-formatter/index.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/utils/hooks/useClass/index.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 33
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/utils/hooks/useIsSsr/index.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/utils/object-parser/hook.ts", "TypeScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 45
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/utils/object-parser/index.ts", "TypeScript", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 92
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/utils/object-parser/interface.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/utils/object-parser/types.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/widget/calendar/model/index.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/widget/calendar/model/interface.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/widget/chat/model/index.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/src/widget/chat/model/interface.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 8, 2, 29
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/tsconfig.node.json", "JSON", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/suldemkhirlig-ool/Desktop/yurta/yurta_app_admin/vite.config.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 14
"Total", "-", 854, 0, 1005, 2, 19, 6443, 72, 19, 12, 9, 2, 78, 400, 8915
